Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
185,Bryan Gamboa,mx MEX,CC,Cruz Azul,22-260,2002,1,0,11,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,8.18,0.00,8.18,8.18,8.18,0.71,0.00,0.71,0.71,0.71,Partidos
186,Aitor García,es ESP,"DL,CC",FC Juárez,30-248,1994,13,3,422,4.7,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.3,23,9,35,0.21,0.21,0.43,0.21,0.43,0.23,0.05,0.28,0.23,0.28,Partidos
187,Amaury García,mx MEX,"CC,DL",Cruz Azul,22-345,2001,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
188,Brian García,mx MEX,DF,Toluca,27-028,1997,16,14,1174,13.0,1,1,2,1,0,0,2,0,0.8,0.8,0.6,1.4,33,50,79,0.08,0.08,0.15,0.08,0.15,0.06,0.04,0.10,0.06,0.10,Partidos
189,Denzell García,mx MEX,CC,FC Juárez,21-105,2003,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
190,Gael García,mx MEX,DL,Guadalajara,16-177,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
191,Jorge García,mx MEX,CC,Cruz Azul,22-311,2002,3,0,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Partidos
192,José García,mx MEX,DF,FC Juárez,28-159,1996,8,7,606,6.7,2,0,2,2,0,0,1,1,0.5,0.5,0.0,0.5,0,8,1,0.30,0.00,0.30,0.30,0.30,0.07,0.00,0.07,0.07,0.07,Partidos
193,Luan Garcia,br BRA,DF,Toluca,31-202,1993,16,16,1395,15.5,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.1,9,43,6,0.06,0.00,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,Partidos
194,Luis García,mx MEX,"CC,DL",Puebla,31-248,1993,7,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,6,2,11,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,Partidos
195,Mateo García,ar ARG,"CC,DL",Atlas,28-079,1996,11,2,343,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,11,10,19,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Partidos
196,Bryan Garnica,mx MEX,"DL,DF",Necaxa,28-185,1996,15,11,1002,11.1,0,0,0,0,0,0,1,1,0.2,0.2,1.5,1.7,17,50,70,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.15,0.01,0.15,Partidos
197,César Garza,mx MEX,CC,Monterrey,19-150,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
198,Jesús Garza,mx MEX,DF,UANL,24-175,2000,8,3,277,3.1,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,5,16,14,0.00,0.32,0.32,0.00,0.32,0.03,0.26,0.29,0.03,0.29,Partidos
199,Giorgos Giakoumakis,gr GRE,DL,Cruz Azul,29-355,1994,13,9,661,7.3,6,4,10,6,0,0,3,0,2.9,2.9,1.1,4.0,6,9,41,0.82,0.54,1.36,0.82,1.36,0.39,0.15,0.55,0.39,0.55,Partidos
200,André-Pierre Gignac,fr FRA,DL,UANL,38-359,1985,16,13,1024,11.4,7,1,8,5,2,3,1,0,5.6,3.3,1.0,4.3,14,27,66,0.62,0.09,0.70,0.44,0.53,0.50,0.09,0.58,0.29,0.38,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
201,Faber Gil,co COL,"DL,CC",Pachuca,29-259,1995,9,2,283,3.1,0,0,0,0,0,0,2,0,0.5,0.5,0.6,1.1,21,7,36,0.00,0.00,0.00,0.00,0.00,0.16,0.20,0.35,0.16,0.35,Partidos
202,Alejandro Gómez,mx MEX,"DF,CC",Tijuana,22-302,2002,11,10,839,9.3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,13,45,15,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Partidos
203,Diego Gómez,mx MEX,CC,Necaxa,21-079,2003,11,5,398,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
204,Emiliano Gómez,uy URU,"DL,CC",Puebla,23-071,2001,10,9,792,8.8,3,0,3,3,0,0,0,0,3.0,3.0,1.1,4.1,10,8,45,0.34,0.00,0.34,0.34,0.34,0.35,0.12,0.48,0.35,0.48,Partidos
205,Luis Gómez,mx MEX,"DF,DL",Santos,17-331,2007,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
206,Jaime Gómez Valencia,mx MEX,"CC,DF",Querétaro,31-134,1993,10,2,227,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,16,7,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Partidos
207,Alfonso González,mx MEX,"CC,DL",Pachuca,30-084,1994,10,4,364,4.0,2,0,2,2,0,0,1,1,1.4,1.4,0.7,2.1,11,12,25,0.49,0.00,0.49,0.49,0.49,0.34,0.18,0.52,0.34,0.52,Partidos
208,Armando González,mx MEX,DL,Guadalajara,21-222,2003,11,6,510,5.7,3,1,4,3,0,0,1,0,3.6,3.6,0.7,4.3,2,8,31,0.53,0.18,0.71,0.53,0.71,0.64,0.12,0.76,0.64,0.76,Partidos
209,Bryan González,mx MEX,DF,Pachuca,21-232,2003,16,16,1372,15.2,0,1,1,0,0,0,2,0,1.0,1.0,1.5,2.5,29,68,57,0.00,0.07,0.07,0.00,0.07,0.07,0.10,0.16,0.07,0.16,Partidos
210,Pablo González Díaz,mx MEX,CC,Puebla,32-144,1992,16,14,1195,13.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,35,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Partidos
211,Hugo González Durán,mx MEX,PO,Mazatlán,34-119,1990,17,17,1485,16.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
212,Carlos González Espínola,py PAR,DL,Tijuana,31-298,1993,11,8,580,6.4,2,0,2,2,0,0,2,0,2.3,2.3,0.7,3.0,4,7,34,0.31,0.00,0.31,0.31,0.31,0.36,0.11,0.47,0.36,0.47,Partidos
213,Jair González,mx MEX,"CC,DL",Puebla,22-269,2002,9,0,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,12,21,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Partidos
214,Jonathan González,mx MEX,CC,FC Juárez,25-229,1999,11,6,501,5.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,11,2,0.00,0.18,0.18,0.00,0.18,0.00,0.03,0.03,0.00,0.03,Partidos
215,Owen González,mx MEX,DL,Pachuca,21-131,2003,16,12,895,9.9,1,2,3,1,0,0,2,0,1.5,1.5,1.5,3.0,36,33,113,0.10,0.20,0.30,0.10,0.30,0.15,0.15,0.30,0.15,0.30,Partidos
216,Fernando Gorriarán,uy URU,CC,UANL,30-001,1994,17,17,1433,15.9,2,0,2,2,0,0,2,0,1.1,1.1,1.0,2.1,25,128,60,0.13,0.00,0.13,0.13,0.13,0.07,0.06,0.13,0.07,0.13,Partidos
217,Ismael Govea,mx MEX,DF,Santos,27-282,1997,10,7,610,6.8,0,0,0,0,0,0,1,1,0.1,0.1,0.4,0.4,4,11,18,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07,Partidos
218,Omar Govea,mx MEX,CC,Guadalajara,28-315,1996,10,3,335,3.7,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,9,41,7,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14,Partidos
219,Andrés Guardado,mx MEX,CC,León,38-061,1986,13,9,842,9.4,1,1,2,1,0,0,3,0,0.5,0.5,0.7,1.2,11,34,10,0.11,0.11,0.21,0.11,0.21,0.05,0.07,0.13,0.05,0.13,Partidos
220,Javier Güemez,mx MEX,CC,Atlético,33-042,1991,16,9,901,10.0,1,3,4,1,0,0,1,0,0.9,0.9,2.0,2.9,13,73,35,0.10,0.30,0.40,0.10,0.40,0.09,0.20,0.29,0.09,0.29,Partidos
221,Edgar Guerra,co COL,"DF,CC",León,23-264,2001,15,9,855,9.5,0,1,1,0,0,0,1,1,1.1,1.1,1.4,2.5,30,26,58,0.00,0.11,0.11,0.00,0.11,0.11,0.15,0.26,0.11,0.26,Partidos
222,Carlos Guillen,mx MEX,"CC,DL",Atlas,20-323,2004,8,3,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,6,19,17,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,Partidos
223,Daniel Guillén,mx MEX,DF,Atlético,23-115,2001,6,4,418,4.6,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3,12,2,0.22,0.00,0.22,0.22,0.22,0.08,0.00,0.08,0.08,0.08,Partidos
224,Emanuel Gularte,uy URU,DF,Puebla,27-059,1997,16,16,1418,15.8,1,0,1,1,0,0,1,1,1.1,1.1,0.6,1.7,7,26,5,0.06,0.00,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11,Partidos
225,Alexis Gutiérrez,mx MEX,CC,Cruz Azul,24-276,2000,17,14,1138,12.6,3,3,6,3,0,0,0,0,1.2,1.2,2.9,4.1,28,53,72,0.24,0.24,0.47,0.24,0.47,0.10,0.23,0.32,0.10,0.32,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
226,Luis Gutiérrez Castellanos,mx MEX,CC,Santos,22-301,2002,8,6,538,6.0,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.4,5,12,3,0.00,0.17,0.17,0.00,0.17,0.00,0.06,0.06,0.00,0.06,Partidos
227,Edson Gutiérrez,mx MEX,DF,Monterrey,28-314,1996,8,7,586,6.5,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,2,24,35,0.15,0.00,0.15,0.15,0.15,0.01,0.03,0.04,0.01,0.04,Partidos
228,Erick Gutiérrez,mx MEX,CC,Guadalajara,29-166,1995,15,14,1119,12.4,0,1,1,0,0,0,3,0,1.1,1.1,1.5,2.6,18,71,26,0.00,0.08,0.08,0.00,0.08,0.09,0.12,0.21,0.09,0.21,Partidos
229,Ricardo Gutiérrez,mx MEX,PO,Mazatlán,27-164,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
230,Nahuel Guzmán,ar ARG,PO,UANL,38-292,1986,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
231,Víctor Guzmán,mx MEX,"DL,CC",Guadalajara,29-299,1995,15,3,583,6.5,1,1,2,1,0,0,2,0,0.9,0.9,1.8,2.7,13,38,43,0.15,0.15,0.31,0.15,0.31,0.14,0.28,0.42,0.14,0.42,Partidos
232,Víctor Guzmán,mx MEX,DF,Monterrey,22-266,2002,15,10,1032,11.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,48,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
233,Helinho,br BRA,DL,Toluca,24-217,2000,4,2,188,2.1,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,11,8,21,0.48,0.00,0.48,0.48,0.48,0.19,0.05,0.24,0.19,0.24,Partidos
234,Diego Hernández,uy URU,"CC,DL",León,24-159,2000,13,8,773,8.6,2,2,4,2,0,0,3,0,0.8,0.8,2.4,3.2,18,22,54,0.23,0.23,0.47,0.23,0.47,0.10,0.28,0.38,0.10,0.38,Partidos
235,Illian Hernandez,mx MEX,"DL,DF",América,24-230,2000,6,1,126,1.4,1,0,1,1,0,0,0,0,1.1,1.1,0.3,1.4,1,3,7,0.71,0.00,0.71,0.71,0.71,0.77,0.24,1.00,0.77,1.00,Partidos
236,Javier Hernández,mx MEX,DL,Guadalajara,36-180,1988,6,4,307,3.4,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.6,2,4,9,0.00,0.29,0.29,0.00,0.29,0.22,0.24,0.46,0.22,0.46,Partidos
237,Jesús Hernández,mx MEX,"DL,CC",León,23-119,2001,4,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,11,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidos
238,Pedro Hernández,mx MEX,CC,León,24-028,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
239,Sebastián Hernández,mx MEX,"CC,DL",Querétaro,20-260,2004,8,5,396,4.4,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,3,4,16,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Partidos
240,Sergio Hernandez,,"CC,DL",Pachuca,,,13,6,543,6.0,2,2,4,2,0,0,2,0,1.1,1.1,1.1,2.2,17,17,48,0.33,0.33,0.66,0.33,0.66,0.19,0.17,0.36,0.19,0.36,Partidos
241,Alberto Herrera,mx MEX,"CC,DL",Puebla,23-279,2001,14,9,698,7.8,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,1,24,18,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Partidos
242,Ozziel Herrera,mx MEX,"DL,CC",UANL,23-189,2001,16,8,724,8.0,4,0,4,3,1,1,2,0,2.1,1.3,0.9,2.2,26,27,73,0.50,0.00,0.50,0.37,0.37,0.26,0.11,0.37,0.16,0.27,Partidos
243,Héctor Holguín,mx MEX,PO,Santos,23-218,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
244,César Huerta,mx MEX,"DL,CC",UNAM,23-361,2000,15,14,1290,14.3,5,3,8,4,1,2,5,0,5.6,4.0,3.7,7.7,67,65,152,0.35,0.21,0.56,0.28,0.49,0.39,0.26,0.65,0.28,0.54,Partidos
245,Rodrigo Huescas,mx MEX,DF,Cruz Azul,21-071,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,8,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidos
246,Avilés Hurtado,co COL,"DL,CC",FC Juárez,37-222,1987,8,4,335,3.7,1,0,1,0,1,1,1,0,1.2,0.4,0.4,0.8,14,28,38,0.27,0.00,0.27,0.00,0.00,0.33,0.10,0.43,0.12,0.22,Partidos
247,Nicolás Ibáñez,ar ARG,DL,UANL,30-097,1994,17,6,730,8.1,4,0,4,3,1,1,1,0,4.9,4.1,0.3,4.5,11,10,44,0.49,0.00,0.49,0.37,0.37,0.60,0.04,0.65,0.51,0.55,Partidos
248,Oussama Idrissi,ma MAR,DL,Pachuca,28-276,1996,16,14,1092,12.1,2,3,5,2,0,0,3,1,1.1,1.1,1.7,2.8,67,77,141,0.16,0.25,0.41,0.16,0.41,0.09,0.14,0.23,0.09,0.23,Partidos
249,Hugo Isaác Rodríguez,mx MEX,DF,Santos,34-173,1990,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
250,Mauricio Isais,mx MEX,"CC,DF",León,23-233,2001,2,0,26,0.3,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,1,2,4,3.46,0.00,3.46,3.46,3.46,0.28,0.00,0.28,0.28,0.28,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
251,Omar Israel Mendoza,mx MEX,DF,Querétaro,36-031,1988,15,14,1202,13.4,0,1,1,0,0,0,3,1,0.1,0.1,0.9,1.1,15,54,39,0.00,0.07,0.07,0.00,0.07,0.01,0.07,0.08,0.01,0.08,Partidos
252,Miguel Jiménez Ponce,mx MEX,PO,Puebla,34-259,1990,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
253,Ricardo Jiménez,mx MEX,CC,Necaxa,18-220,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
254,Tahiel Jiménez,mx MEX,"CC,DL",Santos,18-311,2006,10,4,397,4.4,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,5,16,15,0.23,0.00,0.23,0.23,0.23,0.16,0.08,0.25,0.16,0.25,Partidos
255,Joaquim,br BRA,DF,UANL,25-336,1998,13,13,1162,12.9,0,1,1,0,0,0,2,0,1.0,1.0,0.3,1.3,8,32,5,0.00,0.08,0.08,0.00,0.08,0.08,0.02,0.10,0.08,0.10,Partidos
256,José Joaquín Esquivel,mx MEX,DF,Mazatlán,26-326,1998,6,4,363,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.4,5,14,3,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Partidos
257,Julio José González,mx MEX,PO,UNAM,33-219,1991,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
258,Juan José Sánchez,co COL,"DF,CC",UANL,26-324,1998,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
259,José Juan Macías,mx MEX,"DL,CC",Santos,25-067,1999,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
260,Ramón Juárez,mx MEX,DF,América,23-203,2001,10,8,760,8.4,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,8,30,0,0.12,0.00,0.12,0.12,0.12,0.08,0.03,0.11,0.08,0.11,Partidos
261,Heriberto Jurado,mx MEX,"DL,DF",Necaxa,19-330,2005,13,11,866,9.6,0,0,0,0,0,0,0,0,0.3,0.3,1.7,1.9,23,16,44,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.20,0.03,0.20,Partidos
262,Sebastián Jurado,mx MEX,PO,FC Juárez,27-061,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
263,Mateo Klimowicz,de GER,"DL,CC",Atlético,24-145,2000,11,7,562,6.2,3,1,4,3,0,0,0,0,2.5,2.5,0.8,3.3,10,11,42,0.48,0.16,0.64,0.48,0.64,0.40,0.13,0.53,0.40,0.53,Partidos
264,Roberto de la Rosa,mx MEX,"DL,CC",Monterrey,24-329,2000,10,2,241,2.7,0,1,1,0,0,0,0,0,0.9,0.9,0.7,1.6,12,13,16,0.00,0.37,0.37,0.00,0.37,0.33,0.27,0.59,0.33,0.59,Partidos
265,Diego Lainez,mx MEX,DL,UANL,24-172,2000,12,6,608,6.8,0,3,3,0,0,0,0,0,0.6,0.6,2.1,2.7,24,29,65,0.00,0.44,0.44,0.00,0.44,0.09,0.31,0.40,0.09,0.40,Partidos
266,Mauro Laínez,mx MEX,"CC,DF",Mazatlán,28-203,1996,10,0,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.8,24,8,37,0.00,0.00,0.00,0.00,0.00,0.02,0.35,0.37,0.02,0.37,Partidos
267,Emilio Lara,mx MEX,DF,América,22-194,2002,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
268,Emilio Lara,mx MEX,DF,Necaxa,22-194,2002,9,7,637,7.1,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,4,16,6,0.00,0.14,0.14,0.00,0.14,0.00,0.02,0.02,0.00,0.02,Partidos
269,Israel Larios,mx MEX,"DL,CC",Atlas,21-201,2003,10,1,185,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,4,20,0.00,0.00,0.00,0.00,0.00,0.10,0.04,0.14,0.10,0.14,Partidos
270,Federico Lértora,ar ARG,CC,Querétaro,34-146,1990,17,17,1525,16.9,1,2,3,1,0,0,4,0,1.9,1.9,3.4,5.3,16,72,50,0.06,0.12,0.18,0.06,0.18,0.11,0.20,0.31,0.11,0.31,Partidos
271,Mateo Levy,mx MEX,"DL,CC",Cruz Azul,18-037,2006,7,2,191,2.1,0,0,0,0,0,0,0,0,1.4,1.4,0.0,1.4,2,2,10,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,Partidos
272,Igor Lichnovsky,cl CHI,DF,América,30-266,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
273,Erik Lira,mx MEX,DF,Cruz Azul,24-204,2000,16,15,1311,14.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,15,60,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Partidos
274,Aldo López,mx MEX,"DF,CC",Santos,24-189,2000,13,11,947,10.5,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,7,27,13,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10,Partidos
275,César López,mx MEX,"DL,CC",FC Juárez,22-266,2002,3,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
276,Cesar López,mx MEX,PO,Atlético,24-171,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
277,Eder López,mx MEX,DF,FC Juárez,18-332,2006,4,0,103,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,0,7,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Partidos
278,Edgar López,mx MEX,"DL,CC",Toluca,25-221,1999,12,2,293,3.3,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,4,8,16,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Partidos
279,Rodrigo López,mx MEX,"DF,CC",UNAM,23-016,2001,11,1,243,2.7,1,1,2,1,0,0,1,0,0.9,0.9,0.4,1.4,13,16,34,0.37,0.37,0.74,0.37,0.74,0.35,0.17,0.52,0.35,0.52,Partidos
280,Victor Lopez,mx MEX,CC,Querétaro,21-204,2003,2,0,49,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,5,3,1.84,0.00,1.84,1.84,1.84,0.05,0.00,0.05,0.05,0.05,Partidos
281,Vladimir Loroña,mx MEX,"DF,DL",Santos,26-012,1998,4,2,242,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
282,Anthony Lozano,hn HON,DL,Santos,31-217,1993,13,12,943,10.5,3,0,3,3,0,0,2,0,4.3,4.3,0.1,4.4,13,10,25,0.29,0.00,0.29,0.29,0.29,0.41,0.01,0.42,0.41,0.42,Partidos
283,Esteban Lozano,mx MEX,DL,América,21-263,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Partidos
284,José Lozano,mx MEX,"DL,CC",Atlas,26-054,1998,16,13,1019,11.3,2,3,5,2,0,0,3,0,1.9,1.9,1.5,3.4,17,29,65,0.18,0.26,0.44,0.18,0.44,0.17,0.13,0.30,0.17,0.30,Partidos
285,José Luis Rodríguez,pa PAN,"CC,DL",FC Juárez,26-162,1998,9,5,422,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.9,14,21,35,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,Partidos
