Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
386,Diego Reyes,mx MEX,DF,UANL,32-070,1992,14,9,889,9.9,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,8,27,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
387,Israel Reyes,mx MEX,DF,América,24-189,2000,13,10,955,10.6,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,4,30,8,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.08,0.06,0.08,Partidos
388,Salvador Reyes,mx MEX,DF,León,26-208,1998,17,17,1495,16.6,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,44,57,60,0.00,0.06,0.06,0.00,0.06,0.01,0.09,0.10,0.01,0.10,Partidos
389,Emanuel Reynoso,ar ARG,"CC,DL",Tijuana,29-012,1995,14,10,821,9.1,1,3,4,1,0,0,3,0,0.7,0.7,1.7,2.4,31,77,69,0.11,0.33,0.44,0.11,0.44,0.08,0.18,0.27,0.08,0.27,Partidos
390,Luis Ricardo Reyes,mx MEX,DF,Atlas,33-239,1991,17,15,1374,15.3,1,1,2,1,0,0,2,0,1.1,1.1,2.0,3.1,25,55,51,0.07,0.07,0.13,0.07,0.13,0.08,0.13,0.21,0.08,0.21,Partidos
391,Ángel Rico,mx MEX,CC,UNAM,19-321,2005,12,8,578,6.4,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,11,26,22,0.16,0.00,0.16,0.16,0.16,0.10,0.10,0.20,0.10,0.20,Partidos
392,Martín Río,ar ARG,"CC,DF",Querétaro,23-259,2001,11,7,659,7.3,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.4,4,29,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Partidos
393,Víctor Ríos,mx MEX,CC,Atlas,20-291,2004,11,5,474,5.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.4,3,15,2,0.19,0.00,0.19,0.19,0.19,0.06,0.01,0.07,0.06,0.07,Partidos
394,Jesús Rivas,mx MEX,DF,UNAM,22-030,2002,3,1,141,1.6,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,6,3,0.00,0.64,0.64,0.00,0.64,0.02,0.05,0.06,0.02,0.06,Partidos
395,Ulises Rivas,mx MEX,"CC,DF",UNAM,28-308,1996,15,8,653,7.3,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.6,2,11,16,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.08,0.08,0.08,Partidos
396,Christian Rivera,co COL,CC,Tijuana,28-319,1996,16,13,1175,13.1,5,0,5,1,4,4,0,0,3.9,0.8,0.0,0.8,10,61,9,0.38,0.00,0.38,0.08,0.08,0.30,0.00,0.30,0.06,0.06,Partidos
397,Ignacio Rivero,uy URU,"CC,DF",Cruz Azul,32-232,1992,16,11,975,10.8,5,2,7,5,0,0,4,0,2.9,2.9,2.3,5.2,11,40,64,0.46,0.18,0.65,0.46,0.65,0.27,0.22,0.48,0.27,0.48,Partidos
398,Ángel Robles,mx MEX,"CC,DL",Puebla,23-010,2001,5,1,84,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,3,3,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53,Partidos
399,Juan Robles,mx MEX,"CC,DF",Querétaro,21-071,2003,10,4,489,5.4,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.3,14,12,31,0.18,0.00,0.18,0.18,0.18,0.04,0.01,0.05,0.04,0.05,Partidos
400,Aldo Rocha,mx MEX,CC,Atlas,32-022,1992,16,16,1268,14.1,1,0,1,1,0,0,2,0,2.3,2.3,0.3,2.6,8,68,13,0.07,0.00,0.07,0.07,0.07,0.16,0.02,0.19,0.16,0.19,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
401,Brian Rodríguez,uy URU,"DL,CC",América,24-192,2000,11,8,791,8.8,4,3,7,4,0,0,0,0,3.0,3.0,1.2,4.1,44,29,107,0.46,0.34,0.80,0.46,0.80,0.34,0.13,0.47,0.34,0.47,Partidos
402,Charly Rodríguez,mx MEX,CC,Cruz Azul,27-330,1997,17,15,1310,14.6,0,6,6,0,0,0,2,0,1.3,1.3,4.3,5.6,32,120,40,0.00,0.41,0.41,0.00,0.41,0.09,0.30,0.39,0.09,0.39,Partidos
403,David Rodriguez,us USA,CC,Atlético,22-207,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,2,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Partidos
404,Jesús Rodríguez,mx MEX,PO,Puebla,31-191,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
405,Jorge Rodríguez,mx MEX,"DF,CC",Puebla,23-086,2001,4,2,193,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
406,Lucas Rodríguez,ar ARG,CC,Querétaro,27-215,1997,16,12,1044,11.6,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.3,26,41,47,0.09,0.09,0.17,0.09,0.17,0.17,0.03,0.20,0.17,0.20,Partidos
407,Michell Rodríguez,mx MEX,"DL,DF",UNAM,24-110,2000,4,0,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,4,8,0.00,0.00,0.00,0.00,0.00,0.14,0.16,0.30,0.14,0.30,Partidos
408,Salvador Rodríguez,mx MEX,"DF,DL",Mazatlán,23-114,2001,4,1,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
409,Johan Rojas,co COL,"CC,DL",Monterrey,22-069,2002,12,2,437,4.9,2,1,3,2,0,0,2,0,2.1,2.1,0.9,3.0,13,26,45,0.41,0.21,0.62,0.41,0.62,0.43,0.19,0.62,0.43,0.62,Partidos
410,Luis Romo,mx MEX,"CC,DF",Cruz Azul,29-176,1995,16,12,1082,12.0,0,4,4,0,0,0,2,0,1.7,1.7,2.1,3.9,9,75,48,0.00,0.33,0.33,0.00,0.33,0.14,0.18,0.32,0.14,0.32,Partidos
411,Salomón Rondón,ve VEN,DL,Pachuca,35-073,1989,13,10,919,10.2,5,2,7,5,0,0,1,1,5.6,5.6,1.6,7.2,11,32,50,0.49,0.20,0.69,0.49,0.69,0.55,0.16,0.71,0.55,0.71,Partidos
412,Bryan Roque,mx MEX,"CC,DL",Necaxa,20-038,2004,2,0,11,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,1.07,0.00,1.07,1.07,1.07,Partidos
413,Kevin Rosero,co COL,"DL,CC",Necaxa,25-361,1998,14,2,333,3.7,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,16,9,26,0.27,0.00,0.27,0.27,0.27,0.08,0.04,0.12,0.08,0.12,Partidos
414,Franco Rossano,mx MEX,DF,América,19-124,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
415,Carlos Rotondi,ar ARG,"DF,DL",Cruz Azul,27-261,1997,17,17,1368,15.2,7,4,11,3,4,4,2,0,5.4,2.2,3.3,5.6,42,56,138,0.46,0.26,0.72,0.20,0.46,0.35,0.22,0.57,0.15,0.37,Partidos
416,Fernando Rubén González,mx MEX,CC,Guadalajara,30-306,1994,15,15,1264,14.0,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.8,16,77,16,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidos
417,Rubio Rubin,gt GUA,"DL,CC",Querétaro,28-272,1996,10,4,423,4.7,3,0,3,3,0,0,0,0,1.7,1.7,0.2,1.9,4,3,20,0.64,0.00,0.64,0.64,0.64,0.36,0.04,0.40,0.36,0.40,Partidos
418,Brian Rubio,mx MEX,DL,Mazatlán,28-019,1996,16,9,865,9.6,3,0,3,3,0,0,3,0,3.9,3.9,0.6,4.5,15,24,83,0.31,0.00,0.31,0.31,0.31,0.40,0.06,0.46,0.40,0.46,Partidos
419,Marcel Ruiz,mx MEX,CC,Toluca,24-033,2000,16,16,1298,14.4,1,1,2,1,0,0,6,0,1.3,1.3,1.5,2.8,30,103,25,0.07,0.07,0.14,0.07,0.14,0.09,0.10,0.19,0.09,0.19,Partidos
420,Franco Russo,ar ARG,DF,Querétaro,30-034,1994,13,13,1169,13.0,1,0,1,1,0,0,1,1,1.0,1.0,0.3,1.3,9,47,4,0.08,0.00,0.08,0.08,0.08,0.07,0.02,0.10,0.07,0.10,Partidos
421,Jorge Ruvalcaba,mx MEX,"CC,DF",UNAM,23-128,2001,13,10,798,8.9,2,1,3,2,0,0,1,0,1.9,1.9,1.4,3.3,27,22,77,0.23,0.11,0.34,0.23,0.34,0.22,0.16,0.37,0.22,0.37,Partidos
422,Patricio Salas,mx MEX,DL,América,20-285,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,2,1,0.00,0.00,0.00,0.00,0.00,0.93,3.09,4.02,0.93,4.02,Partidos
423,Carlos Salcedo,mx MEX,DF,FC Juárez,31-060,1993,12,12,1059,11.8,1,1,2,1,0,0,4,1,0.2,0.2,0.3,0.5,2,30,7,0.08,0.08,0.17,0.08,0.17,0.02,0.02,0.04,0.02,0.04,Partidos
424,José Saldívar,mx MEX,CC,Pachuca,21-243,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
425,Sebastien Salles-Lamonge,fr FRA,"CC,DL",Atlético,28-305,1996,17,15,1262,14.0,5,1,6,3,2,2,0,0,2.9,1.3,3.3,4.6,27,87,75,0.36,0.07,0.43,0.21,0.29,0.20,0.24,0.44,0.09,0.33,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
426,Juan Sanabria,uy URU,"DF,CC",Atlético,24-244,2000,16,15,1355,15.1,1,1,2,1,0,0,4,0,0.9,0.9,4.3,5.2,32,67,132,0.07,0.07,0.13,0.07,0.13,0.06,0.28,0.34,0.06,0.34,Partidos
427,Andrés Sánchez,mx MEX,PO,Atlético,27-056,1997,16,16,1440,16.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
428,Carlos Sánchez,mx MEX,DF,Pachuca,22-229,2002,11,6,538,6.0,1,2,3,1,0,0,1,0,0.2,0.2,0.8,1.0,14,27,18,0.17,0.33,0.50,0.17,0.50,0.04,0.13,0.17,0.04,0.17,Partidos
429,Diego Sánchez,mx MEX,DL,UANL,19-230,2005,5,4,221,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,8,6,29,0.00,0.41,0.41,0.00,0.41,0.02,0.29,0.31,0.02,0.31,Partidos
430,Erick Sánchez,mx MEX,"CC,DL",América,25-062,1999,14,8,815,9.1,0,0,0,0,0,0,0,0,1.8,1.8,1.2,3.0,22,38,40,0.00,0.00,0.00,0.00,0.00,0.20,0.14,0.34,0.20,0.34,Partidos
431,Jesús Sánchez García,mx MEX,DF,Guadalajara,35-089,1989,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
432,Luis Sánchez,mx MEX,DF,Mazatlán,24-209,2000,16,14,1272,14.1,2,0,2,2,0,0,1,0,1.4,1.4,0.2,1.6,14,38,2,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.11,0.10,0.11,Partidos
433,Richard Sánchez,py PAR,"CC,DF",América,28-244,1996,10,8,616,6.8,0,1,1,0,0,0,0,1,0.4,0.4,0.7,1.1,26,48,11,0.00,0.15,0.15,0.00,0.15,0.06,0.10,0.16,0.06,0.16,Partidos
434,Raúl Sandoval,mx MEX,"DF,DL",Necaxa,24-315,2000,6,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Partidos
435,Anderson Santamaría,pe PER,DF,Santos,32-323,1992,12,10,956,10.6,0,1,1,0,0,0,5,1,0.1,0.1,0.2,0.3,5,16,2,0.00,0.09,0.09,0.00,0.09,0.01,0.02,0.03,0.01,0.03,Partidos
436,José Santiago Hernández,mx MEX,PO,Atlas,27-211,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
437,Emilio Santillán,mx MEX,DF,Santos,21-081,2003,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
438,Sebastian Santos,mx MEX,"DF,CC",León,21-312,2003,8,7,633,7.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8,7,29,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Partidos
439,Francisco Sebastián Córdova,mx MEX,"DL,CC",UANL,27-169,1997,16,12,908,10.1,1,4,5,1,0,0,2,0,2.8,2.8,3.1,5.9,20,58,95,0.10,0.40,0.50,0.10,0.50,0.27,0.31,0.58,0.27,0.58,Partidos
440,Ángel Sepúlveda,mx MEX,DL,Cruz Azul,33-287,1991,17,8,840,9.3,9,0,9,9,0,0,2,0,4.8,4.8,0.5,5.3,5,8,88,0.96,0.00,0.96,0.96,0.96,0.51,0.05,0.56,0.51,0.56,Partidos
441,Gilberto Sepúlveda,mx MEX,DF,Guadalajara,25-298,1999,8,8,698,7.8,1,0,1,1,0,0,2,0,0.2,0.2,0.2,0.5,3,21,1,0.13,0.00,0.13,0.13,0.13,0.03,0.03,0.06,0.03,0.06,Partidos
442,Leonardo Sepulveda,us USA,"DL,DF",Guadalajara,23-163,2001,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
443,Jesús Serrato,mx MEX,CC,Atlas,18-343,2005,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
444,Jordan Sierra,ec ECU,CC,Mazatlán,27-219,1997,16,11,971,10.8,0,1,1,0,0,0,0,0,2.0,2.0,1.7,3.6,21,52,32,0.00,0.09,0.09,0.00,0.09,0.18,0.15,0.33,0.18,0.33,Partidos
445,Nathan Silva,br BRA,DF,UNAM,27-206,1997,16,16,1440,16.0,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.1,17,48,7,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidos
446,Carlo Soldati,mx MEX,DF,Querétaro,19-145,2005,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
447,Ramiro Sordo,ar ARG,"DL,CC",Santos,24-152,2000,14,13,1056,11.7,1,3,4,1,0,0,3,0,1.0,1.0,3.3,4.3,42,20,74,0.09,0.26,0.34,0.09,0.34,0.08,0.28,0.37,0.08,0.37,Partidos
448,Samuel Sosa,ve VEN,DL,Querétaro,24-347,1999,13,7,638,7.1,1,1,2,1,0,0,4,0,1.5,1.5,0.9,2.5,6,10,24,0.14,0.14,0.28,0.14,0.28,0.22,0.13,0.35,0.22,0.35,Partidos
449,Leonardo Suárez,ar ARG,"CC,DL",UNAM,28-243,1996,4,4,250,2.8,0,1,1,0,0,0,0,0,0.1,0.1,1.4,1.5,4,17,15,0.00,0.36,0.36,0.00,0.36,0.05,0.51,0.55,0.05,0.55,Partidos
450,Fernando Tapia,mx MEX,PO,UANL,23-164,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
451,Juan Tejeda,mx MEX,DF,Santos,20-259,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
452,Eduardo Tercero,mx MEX,DF,UANL,28-206,1996,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
453,Iván Tona,mx MEX,CC,Tijuana,24-241,2000,13,11,949,10.5,0,1,1,0,0,0,3,0,1.0,1.0,0.7,1.6,18,70,38,0.00,0.09,0.09,0.00,0.09,0.09,0.07,0.16,0.09,0.16,Partidos
454,Alan Torres,mx MEX,CC,Mazatlán,24-283,2000,9,8,641,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,3,47,7,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Partidos
455,Jairo Torres,mx MEX,"DL,CC",FC Juárez,24-146,2000,17,16,1407,15.6,2,2,4,2,0,0,3,0,1.3,1.3,1.4,2.7,55,67,120,0.13,0.13,0.26,0.13,0.26,0.08,0.09,0.17,0.08,0.17,Partidos
456,Óliver Torres,es ESP,"CC,DL",Monterrey,30-018,1994,13,12,874,9.7,0,1,1,0,0,0,1,0,0.9,0.9,1.2,2.2,26,79,69,0.00,0.10,0.10,0.00,0.10,0.10,0.13,0.22,0.10,0.22,Partidos
457,Román Torres,mx MEX,"DF,DL",Necaxa,19-342,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
458,Santiago Trigos,mx MEX,CC,UNAM,22-311,2002,9,0,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Partidos
459,Ezequiel Unsain,ar ARG,PO,Necaxa,29-264,1995,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
460,Héctor Uribe,mx MEX,DL,León,20-177,2004,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,8,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Partidos
461,Diego Valdés,cl CHI,"CC,DL",América,30-303,1994,11,7,576,6.4,0,2,2,0,0,0,0,0,1.7,1.7,2.4,4.1,20,46,46,0.00,0.31,0.31,0.00,0.31,0.27,0.38,0.65,0.27,0.65,Partidos
462,Christian Valdivia,mx MEX,DF,Cruz Azul,19-069,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
463,Diego Valoyes,co COL,"DL,CC",FC Juárez,28-067,1996,9,7,578,6.4,1,1,2,1,0,0,1,0,2.0,2.0,1.5,3.5,23,13,47,0.16,0.16,0.31,0.16,0.31,0.32,0.23,0.55,0.32,0.55,Partidos
464,Camilo Vargas,co COL,PO,Atlas,35-264,1989,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
465,William Vargas,ec ECU,DF,Mazatlán,27-169,1997,4,1,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
466,Brandon Vazquez,us USA,"DL,CC",Monterrey,26-045,1998,16,6,554,6.2,3,1,4,2,1,1,0,0,4.9,4.1,1.6,5.7,10,4,31,0.49,0.16,0.65,0.32,0.49,0.79,0.26,1.05,0.66,0.92,Partidos
467,Brayton Vázquez,mx MEX,DF,Querétaro,26-207,1998,4,4,293,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
468,Miguel Vázquez,mx MEX,DF,América,20-295,2004,7,5,477,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidos
469,Alexis Vega,mx MEX,"CC,DL",Toluca,27-003,1997,17,14,1166,13.0,3,3,6,2,1,1,2,0,3.5,2.7,2.9,5.6,40,88,72,0.23,0.23,0.46,0.15,0.39,0.27,0.23,0.49,0.21,0.43,Partidos
470,Jesús Vega,mx MEX,"DL,CC",Tijuana,24-255,2000,5,2,204,2.3,0,3,3,0,0,0,0,0,0.0,0.0,1.2,1.2,5,7,17,0.00,1.32,1.32,0.00,1.32,0.02,0.52,0.54,0.02,0.54,Partidos
471,Sebastián Vegas,cl CHI,DF,Monterrey,27-360,1996,10,7,629,7.0,0,1,1,0,0,0,2,1,0.3,0.3,0.7,1.0,8,39,16,0.00,0.14,0.14,0.00,0.14,0.04,0.11,0.14,0.04,0.14,Partidos
472,Kevin Velasco,co COL,CC,Puebla,27-212,1997,6,3,221,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,8,6,15,0.00,0.00,0.00,0.00,0.00,0.07,0.29,0.36,0.07,0.36,Partidos
473,Jesús Venegas,mx MEX,"CC,DL",FC Juárez,29-243,1995,10,4,374,4.2,1,1,2,1,0,0,1,0,0.6,0.6,0.1,0.7,1,13,8,0.24,0.24,0.48,0.24,0.48,0.15,0.02,0.17,0.15,0.17,Partidos
474,Jonatan Villal,us USA,"CC,DL",Atlético,19-327,2005,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,4,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.65,0.65,Partidos
475,Fran Villalba,es ESP,"DL,CC",Santos,26-201,1998,12,7,535,5.9,1,0,1,1,0,0,0,0,1.0,1.0,0.6,1.6,12,20,18,0.17,0.00,0.17,0.17,0.17,0.16,0.10,0.26,0.16,0.26,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
476,Dieter Villalpando,mx MEX,"CC,DL",FC Juárez,33-116,1991,17,13,1121,12.5,0,0,0,0,0,0,3,0,0.5,0.5,1.4,1.9,25,82,62,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,Partidos
477,Isaías Violante,mx MEX,"DL,CC",Toluca,21-039,2003,13,10,793,8.8,4,3,7,4,0,0,3,0,2.9,2.9,1.4,4.2,30,19,53,0.45,0.34,0.79,0.45,0.79,0.33,0.15,0.48,0.33,0.48,Partidos
478,Vitinho,br BRA,"DL,CC",Atlético,23-219,2001,7,3,309,3.4,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,18,10,30,0.29,0.00,0.29,0.29,0.29,0.33,0.03,0.36,0.33,0.36,Partidos
479,Tiago Volpi,br BRA,PO,Toluca,33-345,1990,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
480,Facundo Waller,uy URU,CC,Puebla,27-233,1997,12,6,622,6.9,0,1,1,0,0,0,2,0,0.2,0.2,1.0,1.2,12,28,23,0.00,0.14,0.14,0.00,0.14,0.03,0.15,0.18,0.03,0.18,Partidos
481,Teun Wilke,mx MEX,DL,Guadalajara,22-259,2002,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.19,0.09,0.19,Partidos
482,Édgar Yoel Bárcenas,pa PAN,"CC,DL",Mazatlán,31-036,1993,16,15,1338,14.9,0,2,2,0,0,0,2,0,1.9,1.9,3.8,5.7,68,88,107,0.00,0.13,0.13,0.00,0.13,0.13,0.25,0.38,0.13,0.38,Partidos
483,Ángel Zaldívar,mx MEX,DL,FC Juárez,30-294,1994,11,6,495,5.5,3,0,3,3,0,0,1,0,1.2,1.2,0.5,1.8,2,5,23,0.55,0.00,0.55,0.55,0.55,0.22,0.10,0.32,0.22,0.32,Partidos
484,Edgar Zaldívar,mx MEX,DF,Atlas,28-042,1996,16,13,1003,11.1,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,9,35,34,0.09,0.00,0.09,0.09,0.09,0.02,0.04,0.06,0.02,0.06,Partidos
485,Alejandro Zendejas,us USA,"DL,CC",América,26-295,1998,12,10,843,9.4,2,2,4,2,0,0,2,0,1.4,1.4,2.3,3.7,30,49,61,0.21,0.21,0.43,0.21,0.43,0.15,0.24,0.39,0.15,0.39,Partidos
